Code,Glyph,Description,CharacterSet,is_unicode,CodeEscaped,ASCII
U+0196,Ɩ,Latin Capital Letter Iota,Table_Latin_Extended-B,TRUE,\u0196,I
U+0197,Ɨ,Latin Capital Letter I with stroke,Table_Latin_Extended-B,TRUE,\u0197,I
U+0198,Ƙ,Latin Capital Letter K with hook,Table_Latin_Extended-B,TRUE,\u0198,K
U+0199,ƙ,Latin Small Letter K with hook,Table_Latin_Extended-B,TRUE,\u0199,k
U+019A,ƚ,Latin Small Letter L with bar,Table_Latin_Extended-B,TRUE,\u019A,l
U+019B,ƛ,Latin Small Letter Lambda with stroke,Table_Latin_Extended-B,TRUE,\u019B,l
U+019C,Ɯ,Latin Capital Letter Turned M,Table_Latin_Extended-B,TRUE,\u019C,M
U+019D,Ɲ,Latin Capital Letter N with left hook,Table_Latin_Extended-B,TRUE,\u019D,N
U+019E,ƞ,Latin Small Letter N with long right leg,Table_Latin_Extended-B,TRUE,\u019E,n
U+019F,Ɵ,Latin Capital Letter O with middle tilde,Table_Latin_Extended-B,TRUE,\u019F,O
U+01A0,Ơ,Latin Capital Letter O with horn,Table_Latin_Extended-B,TRUE,\u01A0,O
U+01A1,ơ,Latin Small Letter O with horn,Table_Latin_Extended-B,TRUE,\u01A1,o
U+01A2,Ƣ,Latin Capital Letter OI (= Latin Capital Letter Gha),Table_Latin_Extended-B,TRUE,\u01A2,OI
U+01A3,ƣ,Latin Small Letter OI (= Latin Small Letter Gha),Table_Latin_Extended-B,TRUE,\u01A3,oi
U+01A4,Ƥ,Latin Capital Letter P with hook,Table_Latin_Extended-B,TRUE,\u01A4,P
U+01A5,ƥ,Latin Small Letter P with hook,Table_Latin_Extended-B,TRUE,\u01A5,p
U+01A6,Ʀ,Latin Letter YR,Table_Latin_Extended-B,TRUE,\u01A6,yr
U+01A7,Ƨ,Latin Capital Letter Tone Two,Table_Latin_Extended-B,TRUE,\u01A7,2
U+01A8,ƨ,Latin Small Letter Tone Two,Table_Latin_Extended-B,TRUE,\u01A8,2
U+01A9,Ʃ,Latin Capital Letter Esh,Table_Latin_Extended-B,TRUE,\u01A9,E
U+01AA,ƪ,Latin Letter Reversed Esh Loop,Table_Latin_Extended-B,TRUE,\u01AA,l
U+01AB,ƫ,Latin Small Letter T with palatal hook,Table_Latin_Extended-B,TRUE,\u01AB,t
U+01AC,Ƭ,Latin Capital Letter T with hook,Table_Latin_Extended-B,TRUE,\u01AC,T
U+01AD,ƭ,Latin Small Letter T with hook,Table_Latin_Extended-B,TRUE,\u01AD,t
U+01AE,Ʈ,Latin Capital Letter T with retroflex hook,Table_Latin_Extended-B,TRUE,\u01AE,T
U+01AF,Ư,Latin Capital Letter U with horn,Table_Latin_Extended-B,TRUE,\u01AF,U
U+01B0,ư,Latin Small Letter U with horn,Table_Latin_Extended-B,TRUE,\u01B0,u
U+01B1,Ʊ,Latin Capital Letter Upsilon,Table_Latin_Extended-B,TRUE,\u01B1,U
U+01B2,Ʋ,Latin Capital Letter V with hook,Table_Latin_Extended-B,TRUE,\u01B2,V
U+01B3,Ƴ,Latin Capital Letter Y with hook,Table_Latin_Extended-B,TRUE,\u01B3,Y
U+01B4,ƴ,Latin Small Letter Y with hook,Table_Latin_Extended-B,TRUE,\u01B4,y
U+01B5,Ƶ,Latin Capital Letter Z with stroke,Table_Latin_Extended-B,TRUE,\u01B5,Z
U+01B6,ƶ,Latin Small Letter Z with stroke,Table_Latin_Extended-B,TRUE,\u01B6,z
U+01B7,Ʒ,Latin Capital Letter Ezh,Table_Latin_Extended-B,TRUE,\u01B7,Ezh
U+01B8,Ƹ,Latin Capital Letter Ezh reversed,Table_Latin_Extended-B,TRUE,\u01B8,Ezh
U+01B9,ƹ,Latin Small Letter Ezh reversed,Table_Latin_Extended-B,TRUE,\u01B9,ezh
U+01BA,ƺ,Latin Small Letter Ezh with tail,Table_Latin_Extended-B,TRUE,\u01BA,ezh
U+01BB,ƻ,Latin Letter Two with stroke,Table_Latin_Extended-B,TRUE,\u01BB,2
U+01BC,Ƽ,Latin Capital Letter Tone Five,Table_Latin_Extended-B,TRUE,\u01BC,5
U+01BD,ƽ,Latin Small Letter Tone Five,Table_Latin_Extended-B,TRUE,\u01BD,5
U+01BE,ƾ,Latin Letter Inverted Glottal Stop with stroke,Table_Latin_Extended-B,TRUE,\u01BE,s
U+01BF,ƿ,Latin Letter Wynn,Table_Latin_Extended-B,TRUE,\u01BF,p
U+01C0,ǀ,Latin Letter Dental Click,Table_Latin_Extended-B,TRUE,\u01C0,|
U+01C1,ǁ,Latin Letter Lateral Click,Table_Latin_Extended-B,TRUE,\u01C1,||
U+01C2,ǂ,Latin Letter Alveolar Click,Table_Latin_Extended-B,TRUE,\u01C2,++
U+01C3,ǃ,Latin Letter Retroflex Click,Table_Latin_Extended-B,TRUE,\u01C3,!
U+01C4,Ǆ,Latin Capital Letter DZ with caron,Table_Latin_Extended-B,TRUE,\u01C4,DZ
U+01C5,ǅ,Latin Capital Letter D with Small Letter Z with caron,Table_Latin_Extended-B,TRUE,\u01C5,Dz
U+01C6,ǆ,Latin Small Letter DZ with caron,Table_Latin_Extended-B,TRUE,\u01C6,dz
U+01C7,Ǉ,Latin Capital Letter LJ,Table_Latin_Extended-B,TRUE,\u01C7,LJ
U+01C8,ǈ,Latin Capital Letter L with Small Letter J,Table_Latin_Extended-B,TRUE,\u01C8,Lj
U+01C9,ǉ,Latin Small Letter LJ,Table_Latin_Extended-B,TRUE,\u01C9,lj
U+01CA,Ǌ,Latin Capital Letter NJ,Table_Latin_Extended-B,TRUE,\u01CA,NJ
U+01CB,ǋ,Latin Capital Letter N with Small Letter J,Table_Latin_Extended-B,TRUE,\u01CB,Nj
U+01CC,ǌ,Latin Small Letter NJ,Table_Latin_Extended-B,TRUE,\u01CC,nj
U+01CD,Ǎ,Latin Capital Letter A with caron,Table_Latin_Extended-B,TRUE,\u01CD,A
U+01CE,ǎ,Latin Small Letter A with caron,Table_Latin_Extended-B,TRUE,\u01CE,a
U+01CF,Ǐ,Latin Capital Letter I with caron,Table_Latin_Extended-B,TRUE,\u01CF,I
U+01D0,ǐ,Latin Small Letter I with caron,Table_Latin_Extended-B,TRUE,\u01D0,i
U+01D1,Ǒ,Latin Capital Letter O with caron,Table_Latin_Extended-B,TRUE,\u01D1,O
U+01D2,ǒ,Latin Small Letter O with caron,Table_Latin_Extended-B,TRUE,\u01D2,o
U+01D3,Ǔ,Latin Capital Letter U with caron,Table_Latin_Extended-B,TRUE,\u01D3,U
U+01D4,ǔ,Latin Small Letter U with caron,Table_Latin_Extended-B,TRUE,\u01D4,u
U+01D5,Ǖ,Latin Capital Letter U with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01D5,U
U+01D6,ǖ,Latin Small Letter U with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01D6,u
U+01D7,Ǘ,Latin Capital Letter U with diaeresis and acute,Table_Latin_Extended-B,TRUE,\u01D7,U
U+01D8,ǘ,Latin Small Letter U with diaeresis and acute,Table_Latin_Extended-B,TRUE,\u01D8,u
U+01D9,Ǚ,Latin Capital Letter U with diaeresis and caron,Table_Latin_Extended-B,TRUE,\u01D9,U
U+01DA,ǚ,Latin Small Letter U with diaeresis and caron,Table_Latin_Extended-B,TRUE,\u01DA,u
U+01DB,Ǜ,Latin Capital Letter U with diaeresis and grave,Table_Latin_Extended-B,TRUE,\u01DB,U
U+01DC,ǜ,Latin Small Letter U with diaeresis and grave,Table_Latin_Extended-B,TRUE,\u01DC,u
U+01DD,ǝ,Latin Small Letter Turned E,Table_Latin_Extended-B,TRUE,\u01DD,Ezh
U+01DE,Ǟ,Latin Capital Letter A with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01DE,A
U+01DF,ǟ,Latin Small Letter A with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u01DF,a
U+01E0,Ǡ,Latin Capital Letter A with dot above and macron,Table_Latin_Extended-B,TRUE,\u01E0,A
U+01E1,ǡ,Latin Small Letter A with dot above and macron,Table_Latin_Extended-B,TRUE,\u01E1,a
U+01E2,Ǣ,Latin Capital Letter Æ with macron,Table_Latin_Extended-B,TRUE,\u01E2,AE
U+01E3,ǣ,Latin Small Letter Æ with macron,Table_Latin_Extended-B,TRUE,\u01E3,ae
U+01E4,Ǥ,Latin Capital Letter G with stroke,Table_Latin_Extended-B,TRUE,\u01E4,G
U+01E5,ǥ,Latin Small Letter G with stroke,Table_Latin_Extended-B,TRUE,\u01E5,g
U+01E6,Ǧ,Latin Capital Letter G with caron,Table_Latin_Extended-B,TRUE,\u01E6,G
U+01E7,ǧ,Latin Small Letter G with caron,Table_Latin_Extended-B,TRUE,\u01E7,g
U+01E8,Ǩ,Latin Capital Letter K with caron,Table_Latin_Extended-B,TRUE,\u01E8,K
U+01E9,ǩ,Latin Small Letter K with caron,Table_Latin_Extended-B,TRUE,\u01E9,k
U+01EA,Ǫ,Latin Capital Letter O with ogonek,Table_Latin_Extended-B,TRUE,\u01EA,O
U+01EB,ǫ,Latin Small Letter O with ogonek,Table_Latin_Extended-B,TRUE,\u01EB,o
U+01EC,Ǭ,Latin Capital Letter O with ogonek and macron,Table_Latin_Extended-B,TRUE,\u01EC,O
U+01ED,ǭ,Latin Small Letter O with ogonek and macron,Table_Latin_Extended-B,TRUE,\u01ED,o
U+01EE,Ǯ,Latin Capital Letter Ezh with caron,Table_Latin_Extended-B,TRUE,\u01EE,Ezh
U+01EF,ǯ,Latin Small Letter Ezh with caron,Table_Latin_Extended-B,TRUE,\u01EF,ezh
U+01F0,ǰ,Latin Small Letter J with caron,Table_Latin_Extended-B,TRUE,\u01F0,j
U+01F1,Ǳ,Latin Capital Letter DZ,Table_Latin_Extended-B,TRUE,\u01F1,DZ
U+01F2,ǲ,Latin Capital Letter D with Small Letter Z,Table_Latin_Extended-B,TRUE,\u01F2,Dz
U+01F3,ǳ,Latin Small Letter DZ,Table_Latin_Extended-B,TRUE,\u01F3,dz
U+01F4,Ǵ,Latin Capital Letter G with acute,Table_Latin_Extended-B,TRUE,\u01F4,G
U+01F5,ǵ,Latin Small Letter G with acute,Table_Latin_Extended-B,TRUE,\u01F5,g
U+01F6,Ƕ,Latin Capital Letter Hwair,Table_Latin_Extended-B,TRUE,\u01F6,H
U+01F7,Ƿ,Latin Capital Letter Wynn,Table_Latin_Extended-B,TRUE,\u01F7,P
U+01F8,Ǹ,Latin Capital Letter N with grave,Table_Latin_Extended-B,TRUE,\u01F8,NJ
U+01F9,ǹ,Latin Small Letter N with grave,Table_Latin_Extended-B,TRUE,\u01F9,NJ
U+01FA,Ǻ,Latin Capital Letter A with ring above and acute,Table_Latin_Extended-B,TRUE,\u01FA,A
U+01FB,ǻ,Latin Small Letter A with ring above and acute,Table_Latin_Extended-B,TRUE,\u01FB,a
U+01FC,Ǽ,Latin Capital Letter Æ with acute,Table_Latin_Extended-B,TRUE,\u01FC,AE
U+01FD,ǽ,Latin Small Letter Æ with acute,Table_Latin_Extended-B,TRUE,\u01FD,ae
U+01FE,Ǿ,Latin Capital Letter O with stroke and acute,Table_Latin_Extended-B,TRUE,\u01FE,O
U+01FF,ǿ,Latin Small Letter O with stroke and acute,Table_Latin_Extended-B,TRUE,\u01FF,o
U+0200,Ȁ,Latin Capital Letter A with double grave,Table_Latin_Extended-B,TRUE,\u0200,A
U+0201,ȁ,Latin Small Letter A with double grave,Table_Latin_Extended-B,TRUE,\u0201,a
U+0202,Ȃ,Latin Capital Letter A with inverted breve,Table_Latin_Extended-B,TRUE,\u0202,A
U+0203,ȃ,Latin Small Letter A with inverted breve,Table_Latin_Extended-B,TRUE,\u0203,a
U+0204,Ȅ,Latin Capital Letter E with double grave,Table_Latin_Extended-B,TRUE,\u0204,Ezh
U+0205,ȅ,Latin Small Letter E with double grave,Table_Latin_Extended-B,TRUE,\u0205,Ezh
U+0206,Ȇ,Latin Capital Letter E with inverted breve,Table_Latin_Extended-B,TRUE,\u0206,Ezh
U+0207,ȇ,Latin Small Letter E with inverted breve,Table_Latin_Extended-B,TRUE,\u0207,Ezh
U+0208,Ȉ,Latin Capital Letter I with double grave,Table_Latin_Extended-B,TRUE,\u0208,I
U+0209,ȉ,Latin Small Letter I with double grave,Table_Latin_Extended-B,TRUE,\u0209,i
U+020A,Ȋ,Latin Capital Letter I with inverted breve,Table_Latin_Extended-B,TRUE,\u020A,I
U+020B,ȋ,Latin Small Letter I with inverted breve,Table_Latin_Extended-B,TRUE,\u020B,i
U+020C,Ȍ,Latin Capital Letter O with double grave,Table_Latin_Extended-B,TRUE,\u020C,O
U+020D,ȍ,Latin Small Letter O with double grave,Table_Latin_Extended-B,TRUE,\u020D,o
U+020E,Ȏ,Latin Capital Letter O with inverted breve,Table_Latin_Extended-B,TRUE,\u020E,O
U+020F,ȏ,Latin Small Letter O with inverted breve,Table_Latin_Extended-B,TRUE,\u020F,o
U+0210,Ȑ,Latin Capital Letter R with double grave,Table_Latin_Extended-B,TRUE,\u0210,R
U+0211,ȑ,Latin Small Letter R with double grave,Table_Latin_Extended-B,TRUE,\u0211,r
U+0212,Ȓ,Latin Capital Letter R with inverted breve,Table_Latin_Extended-B,TRUE,\u0212,R
U+0213,ȓ,Latin Small Letter R with inverted breve,Table_Latin_Extended-B,TRUE,\u0213,r
U+0214,Ȕ,Latin Capital Letter U with double grave,Table_Latin_Extended-B,TRUE,\u0214,U
U+0215,ȕ,Latin Small Letter U with double grave,Table_Latin_Extended-B,TRUE,\u0215,u
U+0216,Ȗ,Latin Capital Letter U with inverted breve,Table_Latin_Extended-B,TRUE,\u0216,U
U+0217,ȗ,Latin Small Letter U with inverted breve,Table_Latin_Extended-B,TRUE,\u0217,u
U+0218,Ș,Latin Capital Letter S with comma below,Table_Latin_Extended-B,TRUE,\u0218,S
U+0219,ș,Latin Small Letter S with comma below,Table_Latin_Extended-B,TRUE,\u0219,s
U+021A,Ț,Latin Capital Letter T with comma below,Table_Latin_Extended-B,TRUE,\u021A,T
U+021B,ț,Latin Small Letter T with comma below,Table_Latin_Extended-B,TRUE,\u021B,t
U+021C,Ȝ,Latin Capital Letter Yogh,Table_Latin_Extended-B,TRUE,\u021C,Y
U+021D,ȝ,Latin Small Letter Yogh,Table_Latin_Extended-B,TRUE,\u021D,y
U+021E,Ȟ,Latin Capital Letter H with caron,Table_Latin_Extended-B,TRUE,\u021E,H
U+021F,ȟ,Latin Small Letter H with caron,Table_Latin_Extended-B,TRUE,\u021F,h
U+0220,Ƞ,Latin Capital Letter N with long right leg,Table_Latin_Extended-B,TRUE,\u0220,NJ
U+0221,ȡ,Latin Small Letter D with curl,Table_Latin_Extended-B,TRUE,\u0221,DZ
U+0222,Ȣ,Latin Capital Letter OU,Table_Latin_Extended-B,TRUE,\u0222,OU
U+0223,ȣ,Latin Small Letter OU,Table_Latin_Extended-B,TRUE,\u0223,ou
U+0224,Ȥ,Latin Capital Letter Z with hook,Table_Latin_Extended-B,TRUE,\u0224,Z
U+0225,ȥ,Latin Small Letter Z with hook,Table_Latin_Extended-B,TRUE,\u0225,z
U+0226,Ȧ,Latin Capital Letter A with dot above,Table_Latin_Extended-B,TRUE,\u0226,A
U+0227,ȧ,Latin Small Letter A with dot above,Table_Latin_Extended-B,TRUE,\u0227,a
U+0228,Ȩ,Latin Capital Letter E with cedilla,Table_Latin_Extended-B,TRUE,\u0228,Ezh
U+0229,ȩ,Latin Small Letter E with cedilla,Table_Latin_Extended-B,TRUE,\u0229,Ezh
U+022A,Ȫ,Latin Capital Letter O with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u022A,O
U+022B,ȫ,Latin Small Letter O with diaeresis and macron,Table_Latin_Extended-B,TRUE,\u022B,o
U+022C,Ȭ,Latin Capital Letter O with tilde and macron,Table_Latin_Extended-B,TRUE,\u022C,O
U+022D,ȭ,Latin Small Letter O with tilde and macron,Table_Latin_Extended-B,TRUE,\u022D,o
U+022E,Ȯ,Latin Capital Letter O with dot above,Table_Latin_Extended-B,TRUE,\u022E,O
U+022F,ȯ,Latin Small Letter O with dot above,Table_Latin_Extended-B,TRUE,\u022F,o
U+0230,Ȱ,Latin Capital Letter O with dot above and macron,Table_Latin_Extended-B,TRUE,\u0230,O
U+0231,ȱ,Latin Small Letter O with dot above and macron,Table_Latin_Extended-B,TRUE,\u0231,o
U+0232,Ȳ,Latin Capital Letter Y with macron,Table_Latin_Extended-B,TRUE,\u0232,Y
U+0233,ȳ,Latin Small Letter Y with macron,Table_Latin_Extended-B,TRUE,\u0233,y
U+0234,ȴ,Latin Small Letter L with curl,Table_Latin_Extended-B,TRUE,\u0234,l
U+0235,ȵ,Latin Small Letter N with curl,Table_Latin_Extended-B,TRUE,\u0235,NJ
U+0236,ȶ,Latin Small Letter T with curl,Table_Latin_Extended-B,TRUE,\u0236,t
U+0237,ȷ,Latin Small Letter Dotless J,Table_Latin_Extended-B,TRUE,\u0237,j
U+0238,ȸ,Latin Small Letter DB Digraph,Table_Latin_Extended-B,TRUE,\u0238,db
U+0239,ȹ,Latin Small Letter QP Digraph,Table_Latin_Extended-B,TRUE,\u0239,qp
U+023A,Ⱥ,Latin Capital Letter A with stroke,Table_Latin_Extended-B,TRUE,\u023A,A
U+023B,Ȼ,Latin Capital Letter C with stroke,Table_Latin_Extended-B,TRUE,\u023B,C
U+023C,ȼ,Latin Small Letter C with stroke,Table_Latin_Extended-B,TRUE,\u023C,c
U+023D,Ƚ,Latin Capital Letter L with bar,Table_Latin_Extended-B,TRUE,\u023D,L
U+023E,Ⱦ,Latin Capital Letter T with diagonal stroke,Table_Latin_Extended-B,TRUE,\u023E,T
U+023F,ȿ,Latin Small Letter S with swash tail,Table_Latin_Extended-B,TRUE,\u023F,s
U+0240,ɀ,Latin Small Letter Z with swash tail,Table_Latin_Extended-B,TRUE,\u0240,z
U+0241,Ɂ,Latin Capital Letter Glottal Stop,Table_Latin_Extended-B,TRUE,\u0241,?
U+0242,ɂ,Latin Small Letter Glottal Stop,Table_Latin_Extended-B,TRUE,\u0242,?
U+0243,Ƀ,Latin Capital Letter B with stroke,Table_Latin_Extended-B,TRUE,\u0243,B
U+0244,Ʉ,Latin Capital Letter U bar,Table_Latin_Extended-B,TRUE,\u0244,U
U+0245,Ʌ,Latin Capital Letter Turned V,Table_Latin_Extended-B,TRUE,\u0245,V
U+0246,Ɇ,Latin Capital Letter E with stroke,Table_Latin_Extended-B,TRUE,\u0246,Ezh
U+0247,ɇ,Latin Small Letter E with stroke,Table_Latin_Extended-B,TRUE,\u0247,Ezh
U+0248,Ɉ,Latin Capital Letter J with stroke,Table_Latin_Extended-B,TRUE,\u0248,J
U+0249,ɉ,Latin Small Letter J with stroke,Table_Latin_Extended-B,TRUE,\u0249,j
U+024A,Ɋ,Latin Capital Letter Q with hook tail,Table_Latin_Extended-B,TRUE,\u024A,qp
U+024B,ɋ,Latin Small Letter Q with hook tail,Table_Latin_Extended-B,TRUE,\u024B,qp
U+024C,Ɍ,Latin Capital Letter R with stroke,Table_Latin_Extended-B,TRUE,\u024C,R
U+024D,ɍ,Latin Small Letter R with stroke,Table_Latin_Extended-B,TRUE,\u024D,r
U+024E,Ɏ,Latin Capital Letter Y with stroke,Table_Latin_Extended-B,TRUE,\u024E,Y
U+024F,ɏ,Latin Small Letter Y with stroke,Table_Latin_Extended-B,TRUE,\u024F,y
U+1E02,Ḃ,Latin Capital Letter B with dot above,Table_Latin_Extended_Additional,TRUE,\u1E02,B
U+1E03,ḃ,Latin Small Letter B with dot above,Table_Latin_Extended_Additional,TRUE,\u1E03,b
U+1E0A,Ḋ,Latin Capital Letter D with dot above,Table_Latin_Extended_Additional,TRUE,\u1E0A,D
U+1E0B,ḋ,Latin Small Letter D with dot above,Table_Latin_Extended_Additional,TRUE,\u1E0B,d
U+1E1E,Ḟ,Latin Capital Letter F with dot above,Table_Latin_Extended_Additional,TRUE,\u1E1E,F
U+1E1F,ḟ,Latin Small Letter F with dot above,Table_Latin_Extended_Additional,TRUE,\u1E1F,f
U+1E40,Ṁ,Latin Capital Letter M with dot above,Table_Latin_Extended_Additional,TRUE,\u1E40,M
U+1E41,ṁ,Latin Small Letter M with dot above,Table_Latin_Extended_Additional,TRUE,\u1E41,m
U+1E56,Ṗ,Latin Capital Letter P with dot above,Table_Latin_Extended_Additional,TRUE,\u1E56,P
U+1E57,ṗ,Latin Small Letter P with dot above,Table_Latin_Extended_Additional,TRUE,\u1E57,p
U+1E60,Ṡ,Latin Capital Letter S with dot above,Table_Latin_Extended_Additional,TRUE,\u1E60,S
U+1E61,ṡ,Latin Small Letter S with dot above,Table_Latin_Extended_Additional,TRUE,\u1E61,s
U+1E6A,Ṫ,Latin Capital Letter T with dot above,Table_Latin_Extended_Additional,TRUE,\u1E6A,T
U+1E6B,ṫ,Latin Small Letter T with dot above,Table_Latin_Extended_Additional,TRUE,\u1E6B,t
U+1E80,Ẁ,Latin Capital Letter W with grave,Table_Latin_Extended_Additional,TRUE,\u1E80,W
U+1E81,ẁ,Latin Small Letter W with grave,Table_Latin_Extended_Additional,TRUE,\u1E81,w
U+1E82,Ẃ,Latin Capital Letter W with acute,Table_Latin_Extended_Additional,TRUE,\u1E82,W
U+1E83,ẃ,Latin Small Letter W with acute,Table_Latin_Extended_Additional,TRUE,\u1E83,w
U+1E84,Ẅ,Latin Capital Letter W with diaeresis,Table_Latin_Extended_Additional,TRUE,\u1E84,W
U+1E85,ẅ,Latin Small Letter W with diaeresis,Table_Latin_Extended_Additional,TRUE,\u1E85,w
U+1E9B,ẛ,Latin Small Letter Long S with dot above,Table_Latin_Extended_Additional,TRUE,\u1E9B,S
U+1EF2,Ỳ,Latin Capital Letter Y with grave,Table_Latin_Extended_Additional,TRUE,\u1EF2,Y
U+1EF3,ỳ,Latin Small Letter Y with grave,Table_Latin_Extended_Additional,TRUE,\u1EF3,y
U+0259,ə,Latin Small Letter Schwa,Table_IPA_Extensions,TRUE,\u0259,Ezh
U+027C,ɼ,Latin Small Letter R with long leg,Table_IPA_Extensions,TRUE,\u027C,r
U+0292,ʒ,Latin Small Letter Ezh,Table_IPA_Extensions,TRUE,\u0292,Ezh
U+02B0,ʰ,Modifier Letter Small H,Table_Spacing_Modifier_Letters,TRUE,\u02B0,h
U+02B1,ʱ,Modifier Letter Small H with hook,Table_Spacing_Modifier_Letters,TRUE,\u02B1,h
U+02B2,ʲ,Modifier Letter Small J,Table_Spacing_Modifier_Letters,TRUE,\u02B2,j
U+02B3,ʳ,Modifier Letter Small R,Table_Spacing_Modifier_Letters,TRUE,\u02B3,r
U+02B4,ʴ,Modifier Letter Small Turned R,Table_Spacing_Modifier_Letters,TRUE,\u02B4,r
U+02B5,ʵ,Modifier Letter Small Turned R with hook,Table_Spacing_Modifier_Letters,TRUE,\u02B5,r
U+02B6,ʶ,Modifier Letter Small Capital Inverted R,Table_Spacing_Modifier_Letters,TRUE,\u02B6,r
U+02B7,ʷ,Modifier Letter Small W,Table_Spacing_Modifier_Letters,TRUE,\u02B7,w
U+02B8,ʸ,Modifier Letter Small Y,Table_Spacing_Modifier_Letters,TRUE,\u02B8,y
U+02B9,ʹ,Modifier Letter Prime,Table_Spacing_Modifier_Letters,TRUE,\u02B9,'
U+02BA,ʺ,Modifier Letter Double Prime,Table_Spacing_Modifier_Letters,TRUE,\u02BA,""""
U+02BB,ʻ,Modifier Letter Turned Comma,Table_Spacing_Modifier_Letters,TRUE,\u02BB,'
U+02BC,ʼ,Modifier Letter Apostrophe,Table_Spacing_Modifier_Letters,TRUE,\u02BC,'
U+02BD,ʽ,Modifier Letter Reversed Comma,Table_Spacing_Modifier_Letters,TRUE,\u02BD,'
U+02BE,ʾ,Modifier Letter Right Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02BE,'
U+02BF,ʿ,Modifier Letter Left Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02BF,'
U+02C0,ˀ,Modifier Letter Glottal Stop,Table_Spacing_Modifier_Letters,TRUE,\u02C0,?
U+02C1,ˁ,Modifier Letter Reversed Glottal Stop,Table_Spacing_Modifier_Letters,TRUE,\u02C1,?
U+02C2,˂,Modifier Letter Left Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C2,<
U+02C3,˃,Modifier Letter Right Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C3,>
