Code,Glyph,Description,CharacterSet,is_unicode,CodeEscaped,ASCII
U+02C4,˄,Modifier Letter Up Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C4,^
U+02C5,˅,Modifier Letter Down Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02C5,v
U+02C6,ˆ,Modifier Letter Circumflex Accent,Table_Spacing_Modifier_Letters,TRUE,\u02C6,^
U+02C7,ˇ,Caron,Table_Spacing_Modifier_Letters,TRUE,\u02C7,^
U+02C8,ˈ,Modifier Letter Vertical Line,Table_Spacing_Modifier_Letters,TRUE,\u02C8,'
U+02C9,ˉ,Modifier Letter Macron,Table_Spacing_Modifier_Letters,TRUE,\u02C9,-
U+02CA,ˊ,Modifier Letter Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CA,'
U+02CB,ˋ,Modifier Letter Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CB,'
U+02CC,ˌ,Modifier Letter Low Vertical Line,Table_Spacing_Modifier_Letters,TRUE,\u02CC,","
U+02CD,ˍ,Modifier Letter Low Macron,Table_Spacing_Modifier_Letters,TRUE,\u02CD,-
U+02CE,ˎ,Modifier Letter Low Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CE,","
U+02CF,ˏ,Modifier Letter Low Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02CF,","
U+02D0,ː,Modifier Letter Triangular Colon,Table_Spacing_Modifier_Letters,TRUE,\u02D0,:
U+02D1,ˑ,Modifier Letter Half Triangular Colon,Table_Spacing_Modifier_Letters,TRUE,\u02D1,.
U+02D2,˒,Modifier Letter Centered Right Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02D2,","
U+02D3,˓,Modifier Letter Centered Left Half Ring,Table_Spacing_Modifier_Letters,TRUE,\u02D3,","
U+02D4,˔,Modifier Letter Up Tack,Table_Spacing_Modifier_Letters,TRUE,\u02D4,.
U+02D5,˕,Modifier Letter Down Tack,Table_Spacing_Modifier_Letters,TRUE,\u02D5,.
U+02D6,˖,Modifier Letter Plus Sign,Table_Spacing_Modifier_Letters,TRUE,\u02D6,+
U+02D7,˗,Modifier Letter Minus Sign,Table_Spacing_Modifier_Letters,TRUE,\u02D7,-
U+02D8,˘,Breve,Table_Spacing_Modifier_Letters,TRUE,\u02D8,.
U+02D9,˙,Dot Above,Table_Spacing_Modifier_Letters,TRUE,\u02D9,.
U+02DA,˚,Ring Above,Table_Spacing_Modifier_Letters,TRUE,\u02DA,.
U+02DB,˛,Ogonek,Table_Spacing_Modifier_Letters,TRUE,\u02DB,","
U+02DC,˜,Small Tilde,Table_Spacing_Modifier_Letters,TRUE,\u02DC,~
U+02DD,˝,Double Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02DD,""""
U+02DE,˞,Modifier Letter Rhotic Hook,Table_Spacing_Modifier_Letters,TRUE,\u02DE,-
U+02DF,˟,Modifier Letter Cross Accent,Table_Spacing_Modifier_Letters,TRUE,\u02DF,x
U+02E0,ˠ,Modifier Letter Small Gamma,Table_Spacing_Modifier_Letters,TRUE,\u02E0,g
U+02E1,ˡ,Modifier Letter Small L,Table_Spacing_Modifier_Letters,TRUE,\u02E1,l
U+02E2,ˢ,Modifier Letter Small S,Table_Spacing_Modifier_Letters,TRUE,\u02E2,s
U+02E3,ˣ,Modifier Letter Small X,Table_Spacing_Modifier_Letters,TRUE,\u02E3,x
U+02E4,ˤ,Modifier Letter Small Reversed Glottal Stop,Table_Spacing_Modifier_Letters,TRUE,\u02E4,?
U+02E5,˥,Modifier Letter Extra-High Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E5,XunicodeX
U+02E6,˦,Modifier Letter High Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E6,XunicodeX
U+02E7,˧,Modifier Letter Mid Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E7,XunicodeX
U+02E8,˨,Modifier Letter Low Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E8,XunicodeX
U+02E9,˩,Modifier Letter Extra-Low Tone Bar,Table_Spacing_Modifier_Letters,TRUE,\u02E9,XunicodeX
U+02EA,˪,Modifier Letter Yin Departing Tone Mark,Table_Spacing_Modifier_Letters,TRUE,\u02EA,XunicodeX
U+02EB,˫,Modifier Letter Yang Departing Tone Mark,Table_Spacing_Modifier_Letters,TRUE,\u02EB,XunicodeX
U+02EC,ˬ,Modifier Letter Voicing,Table_Spacing_Modifier_Letters,TRUE,\u02EC,XunicodeX
U+02ED,˭,Modifier Letter Unaspirated,Table_Spacing_Modifier_Letters,TRUE,\u02ED,=
U+02EE,ˮ,Modifier Letter Double Apostrophe,Table_Spacing_Modifier_Letters,TRUE,\u02EE,""""
U+02EF,˯,Modifier Letter Low Down Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02EF,XunicodeX
U+02F0,˰,Modifier Letter Low Up Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02F0,XunicodeX
U+02F1,˱,Modifier Letter Low Left Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02F1,XunicodeX
U+02F2,˲,Modifier Letter Low Right Arrowhead,Table_Spacing_Modifier_Letters,TRUE,\u02F2,XunicodeX
U+02F3,˳,Modifier Letter Low Ring,Table_Spacing_Modifier_Letters,TRUE,\u02F3,o
U+02F4,˴,Modifier Letter Middle Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02F4,'
U+02F5,˵,Modifier Letter Middle Double Grave Accent,Table_Spacing_Modifier_Letters,TRUE,\u02F5,""""
U+02F6,˶,Modifier Letter Middle Double Acute Accent,Table_Spacing_Modifier_Letters,TRUE,\u02F6,""""
U+02F7,˷,Modifier Letter Low Tilde,Table_Spacing_Modifier_Letters,TRUE,\u02F7,~
U+02F8,˸,Modifier Letter Raised Colon,Table_Spacing_Modifier_Letters,TRUE,\u02F8,:
U+02F9,˹,Modifier Letter Begin High Tone,Table_Spacing_Modifier_Letters,TRUE,\u02F9,XunicodeX
U+02FA,˺,Modifier Letter End High Tone,Table_Spacing_Modifier_Letters,TRUE,\u02FA,XunicodeX
U+02FB,˻,Modifier Letter Begin Low Tone,Table_Spacing_Modifier_Letters,TRUE,\u02FB,XunicodeX
U+02FC,˼,Modifier Letter End Low Tone,Table_Spacing_Modifier_Letters,TRUE,\u02FC,XunicodeX
U+02FD,˽,Modifier Letter Shelf,Table_Spacing_Modifier_Letters,TRUE,\u02FD,XunicodeX
U+02FE,˾,Modifier Letter Open Shelf,Table_Spacing_Modifier_Letters,TRUE,\u02FE,XunicodeX
U+02FF,˿,Modifier Letter Low Left Arrow,Table_Spacing_Modifier_Letters,TRUE,\u02FF,XunicodeX
U+0370,Ͱ,Greek Capital Letter Heta,Table_Greek_and_Coptic,TRUE,\u0370,XunicodeX
U+0371,ͱ,Greek Small Letter Heta,Table_Greek_and_Coptic,TRUE,\u0371,XunicodeX
U+0372,Ͳ,Greek Capital Letter Archaic Sampi,Table_Greek_and_Coptic,TRUE,\u0372,XunicodeX
U+0373,ͳ,Greek Small Letter Archaic Sampi,Table_Greek_and_Coptic,TRUE,\u0373,XunicodeX
U+0374,ʹ,Greek Numeral Sign,Table_Greek_and_Coptic,TRUE,\u0374,'
U+0375,͵,Greek Lower Numeral Sign,Table_Greek_and_Coptic,TRUE,\u0375,","
U+0376,Ͷ,Greek Capital Letter Pamphylian Digamma,Table_Greek_and_Coptic,TRUE,\u0376,XunicodeX
U+0377,ͷ,Greek Small Letter Pamphylian Digamma,Table_Greek_and_Coptic,TRUE,\u0377,XunicodeX
U+037A,ͺ,Greek Ypogegrammeni,Table_Greek_and_Coptic,TRUE,\u037A,XunicodeX
U+037B,ͻ,Greek Small Reversed Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u037B,XunicodeX
U+037C,ͼ,Greek Small Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u037C,XunicodeX
U+037D,ͽ,Greek Small Reversed Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u037D,XunicodeX
U+037F,Ϳ,Greek Capital Letter Yot,Table_Greek_and_Coptic,TRUE,\u037F,XunicodeX
U+0384,΄,Greek acute accent (tonos),Table_Greek_and_Coptic,TRUE,\u0384,'
U+0385,΅,Greek diaeresis with acute accent,Table_Greek_and_Coptic,TRUE,\u0385,XunicodeX
U+0386,Ά,Greek Capital Letter A with acute accent,Table_Greek_and_Coptic,TRUE,\u0386,XunicodeX
U+0387,·,Greek Ano Teleia,Table_Greek_and_Coptic,TRUE,\u0387,XunicodeX
U+0388,Έ,Greek Capital Letter Epsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u0388,E
U+0389,Ή,Greek Capital Letter Eta with acute accent,Table_Greek_and_Coptic,TRUE,\u0389,E
U+038A,Ί,Greek Capital Letter Iota with acute accent,Table_Greek_and_Coptic,TRUE,\u038A,I
U+038C,Ό,Greek Capital Letter Omicron with acute accent,Table_Greek_and_Coptic,TRUE,\u038C,O
U+038E,Ύ,Greek Capital Letter Upsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u038E,U
U+038F,Ώ,Greek Capital Letter Omega with acute accent,Table_Greek_and_Coptic,TRUE,\u038F,O
U+0390,ΐ,Greek Small Letter Iota with diaeresis and acute accent,Table_Greek_and_Coptic,TRUE,\u0390,i
U+0391,Α,Greek Capital Letter Alpha,Table_Greek_and_Coptic,TRUE,\u0391,A
U+0392,Β,Greek Capital Letter Beta,Table_Greek_and_Coptic,TRUE,\u0392,B
U+0393,Γ,Greek Capital Letter Gamma,Table_Greek_and_Coptic,TRUE,\u0393,G
U+0394,Δ,Greek Capital Letter Delta,Table_Greek_and_Coptic,TRUE,\u0394,D
U+0395,Ε,Greek Capital Letter Epsilon,Table_Greek_and_Coptic,TRUE,\u0395,E
U+0396,Ζ,Greek Capital Letter Zeta,Table_Greek_and_Coptic,TRUE,\u0396,Z
U+0397,Η,Greek Capital Letter Eta,Table_Greek_and_Coptic,TRUE,\u0397,E
U+0398,Θ,Greek Capital Letter Theta,Table_Greek_and_Coptic,TRUE,\u0398,Th
U+0399,Ι,Greek Capital Letter Iota,Table_Greek_and_Coptic,TRUE,\u0399,I
U+039A,Κ,Greek Capital Letter Kappa,Table_Greek_and_Coptic,TRUE,\u039A,K
U+039B,Λ,Greek Capital Letter Lambda,Table_Greek_and_Coptic,TRUE,\u039B,L
U+039C,Μ,Greek Capital Letter Mu,Table_Greek_and_Coptic,TRUE,\u039C,M
U+039D,Ν,Greek Capital Letter Nu,Table_Greek_and_Coptic,TRUE,\u039D,N
U+039E,Ξ,Greek Capital Letter Xi,Table_Greek_and_Coptic,TRUE,\u039E,X
U+039F,Ο,Greek Capital Letter Omicron,Table_Greek_and_Coptic,TRUE,\u039F,O
U+03A0,Π,Greek Capital Letter Pi,Table_Greek_and_Coptic,TRUE,\u03A0,P
U+03A1,Ρ,Greek Capital Letter Rho,Table_Greek_and_Coptic,TRUE,\u03A1,R
U+03A3,Σ,Greek Capital Letter Sigma,Table_Greek_and_Coptic,TRUE,\u03A3,S
U+03A4,Τ,Greek Capital Letter Tau,Table_Greek_and_Coptic,TRUE,\u03A4,Th
U+03A5,Υ,Greek Capital Letter Upsilon,Table_Greek_and_Coptic,TRUE,\u03A5,U
U+03A6,Φ,Greek Capital Letter Phi,Table_Greek_and_Coptic,TRUE,\u03A6,Ph
U+03A7,Χ,Greek Capital Letter Chi,Table_Greek_and_Coptic,TRUE,\u03A7,Ch
U+03A8,Ψ,Greek Capital Letter Psi,Table_Greek_and_Coptic,TRUE,\u03A8,Ps
U+03A9,Ω,Greek Capital Letter Omega,Table_Greek_and_Coptic,TRUE,\u03A9,W
U+03AA,Ϊ,Greek Capital Letter Iota with diaeresis,Table_Greek_and_Coptic,TRUE,\u03AA,I
U+03AB,Ϋ,Greek Capital Letter Upsilon with diaeresis,Table_Greek_and_Coptic,TRUE,\u03AB,U
U+03AC,ά,Greek Small Letter Alpha with acute accent,Table_Greek_and_Coptic,TRUE,\u03AC,A
U+03AD,έ,Greek Small Letter Epsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u03AD,E
U+03AE,ή,Greek Small Letter Eta with acute accent,Table_Greek_and_Coptic,TRUE,\u03AE,E
U+03AF,ί,Greek Small Letter Iota with acute accent,Table_Greek_and_Coptic,TRUE,\u03AF,I
U+03B0,ΰ,Greek Small Letter Upsilon with diaeresis and acute accent,Table_Greek_and_Coptic,TRUE,\u03B0,U
U+03B1,α,Greek Small Letter Alpha,Table_Greek_and_Coptic,TRUE,\u03B1,a
U+03B2,β,Greek Small Letter Beta,Table_Greek_and_Coptic,TRUE,\u03B2,b
U+03B3,γ,Greek Small Letter Gamma,Table_Greek_and_Coptic,TRUE,\u03B3,g
U+03B4,δ,Greek Small Letter Delta,Table_Greek_and_Coptic,TRUE,\u03B4,d
U+03B5,ε,Greek Small Letter Epsilon,Table_Greek_and_Coptic,TRUE,\u03B5,e
U+03B6,ζ,Greek Small Letter Zeta,Table_Greek_and_Coptic,TRUE,\u03B6,z
U+03B7,η,Greek Small Letter Eta,Table_Greek_and_Coptic,TRUE,\u03B7,e
U+03B8,θ,Greek Small Letter Theta,Table_Greek_and_Coptic,TRUE,\u03B8,th
U+03B9,ι,Greek Small Letter Iota,Table_Greek_and_Coptic,TRUE,\u03B9,i
U+03BA,κ,Greek Small Letter Kappa,Table_Greek_and_Coptic,TRUE,\u03BA,k
U+03BB,λ,Greek Small Letter Lambda,Table_Greek_and_Coptic,TRUE,\u03BB,l
U+03BC,μ,Greek Small Letter Mu,Table_Greek_and_Coptic,TRUE,\u03BC,m
U+03BD,ν,Greek Small Letter Nu,Table_Greek_and_Coptic,TRUE,\u03BD,n
U+03BE,ξ,Greek Small Letter Xi,Table_Greek_and_Coptic,TRUE,\u03BE,x
U+03BF,ο,Greek Small Letter Omicron,Table_Greek_and_Coptic,TRUE,\u03BF,o
U+03C0,π,Greek Small Letter Pi,Table_Greek_and_Coptic,TRUE,\u03C0,p
U+03C1,ρ,Greek Small Letter Rho,Table_Greek_and_Coptic,TRUE,\u03C1,r
U+03C2,ς,Greek Small Letter Final Sigma,Table_Greek_and_Coptic,TRUE,\u03C2,s
U+03C3,σ,Greek Small Letter Sigma,Table_Greek_and_Coptic,TRUE,\u03C3,s
U+03C4,τ,Greek Small Letter Tau,Table_Greek_and_Coptic,TRUE,\u03C4,th
U+03C5,υ,Greek Small Letter Upsilon,Table_Greek_and_Coptic,TRUE,\u03C5,u
U+03C6,φ,Greek Small Letter Phi,Table_Greek_and_Coptic,TRUE,\u03C6,ph
U+03C7,χ,Greek Small Letter Chi,Table_Greek_and_Coptic,TRUE,\u03C7,ch
U+03C8,ψ,Greek Small Letter Psi,Table_Greek_and_Coptic,TRUE,\u03C8,ps
U+03C9,ω,Greek Small Letter Omega,Table_Greek_and_Coptic,TRUE,\u03C9,w
U+03CA,ϊ,Greek Small Letter Iota with diaeresis,Table_Greek_and_Coptic,TRUE,\u03CA,i
U+03CB,ϋ,Greek Small Letter Upsilon with diaeresis,Table_Greek_and_Coptic,TRUE,\u03CB,u
U+03CC,ό,Greek Small Letter Omicron with acute accent,Table_Greek_and_Coptic,TRUE,\u03CC,o
U+03CD,ύ,Greek Small Letter Upsilon with acute accent,Table_Greek_and_Coptic,TRUE,\u03CD,u
U+03CE,ώ,Greek Small Letter Omega with acute accent,Table_Greek_and_Coptic,TRUE,\u03CE,o
U+03CF,Ϗ,Greek Capital Kai Symbol,Table_Greek_and_Coptic,TRUE,\u03CF,K
U+03D0,ϐ,Greek Beta Symbol,Table_Greek_and_Coptic,TRUE,\u03D0,b
U+03D1,ϑ,Greek Theta Symbol,Table_Greek_and_Coptic,TRUE,\u03D1,th
U+03D2,ϒ,Greek Upsilon with hook Symbol,Table_Greek_and_Coptic,TRUE,\u03D2,U
U+03D3,ϓ,Greek Upsilon with acute and hook Symbol,Table_Greek_and_Coptic,TRUE,\u03D3,U
U+03D4,ϔ,Greek Upsilon with diaeresis and hook Symbol,Table_Greek_and_Coptic,TRUE,\u03D4,U
U+03D5,ϕ,Greek Phi Symbol,Table_Greek_and_Coptic,TRUE,\u03D5,Ph
U+03D6,ϖ,Greek Pi Symbol,Table_Greek_and_Coptic,TRUE,\u03D6,p
U+03D7,ϗ,Greek Kai Symbol,Table_Greek_and_Coptic,TRUE,\u03D7,K
U+03D8,Ϙ,Greek Letter Qoppa,Table_Greek_and_Coptic,TRUE,\u03D8,Q
U+03D9,ϙ,Greek Small Letter Qoppa,Table_Greek_and_Coptic,TRUE,\u03D9,q
U+03DA,Ϛ,Greek Letter Stigma,Table_Greek_and_Coptic,TRUE,\u03DA,S
U+03DB,ϛ,Greek Small Letter Stigma,Table_Greek_and_Coptic,TRUE,\u03DB,s
U+03DC,Ϝ,Greek Letter Digamma,Table_Greek_and_Coptic,TRUE,\u03DC,F
U+03DD,ϝ,Greek Small Letter Digamma,Table_Greek_and_Coptic,TRUE,\u03DD,f
U+03DE,Ϟ,Greek Letter Koppa,Table_Greek_and_Coptic,TRUE,\u03DE,K
U+03DF,ϟ,Greek Small Letter Koppa,Table_Greek_and_Coptic,TRUE,\u03DF,k
U+03E0,Ϡ,Greek Letter Sampi,Table_Greek_and_Coptic,TRUE,\u03E0,S
U+03E1,ϡ,Greek Small Letter Sampi,Table_Greek_and_Coptic,TRUE,\u03E1,s
U+03E2,Ϣ,Coptic Capital Letter Shei,Table_Greek_and_Coptic,TRUE,\u03E2,S
U+03E3,ϣ,Coptic Small Letter Shei,Table_Greek_and_Coptic,TRUE,\u03E3,s
U+03E4,Ϥ,Coptic Capital Letter Fei,Table_Greek_and_Coptic,TRUE,\u03E4,F
U+03E5,ϥ,Coptic Small Letter Fei,Table_Greek_and_Coptic,TRUE,\u03E5,f
U+03E6,Ϧ,Coptic Capital Letter Khei,Table_Greek_and_Coptic,TRUE,\u03E6,K
U+03E7,ϧ,Coptic Small Letter Khei,Table_Greek_and_Coptic,TRUE,\u03E7,k
U+03E8,Ϩ,Coptic Capital Letter Hori,Table_Greek_and_Coptic,TRUE,\u03E8,H
U+03E9,ϩ,Coptic Small Letter Hori,Table_Greek_and_Coptic,TRUE,\u03E9,h
U+03EA,Ϫ,Coptic Capital Letter Gangia,Table_Greek_and_Coptic,TRUE,\u03EA,G
U+03EB,ϫ,Coptic Small Letter Gangia,Table_Greek_and_Coptic,TRUE,\u03EB,g
U+03EC,Ϭ,Coptic Capital Letter Shima,Table_Greek_and_Coptic,TRUE,\u03EC,S
U+03ED,ϭ,Coptic Small Letter Shima,Table_Greek_and_Coptic,TRUE,\u03ED,s
U+03EE,Ϯ,Coptic Capital Letter Dei,Table_Greek_and_Coptic,TRUE,\u03EE,D
U+03EF,ϯ,Coptic Small Letter Dei,Table_Greek_and_Coptic,TRUE,\u03EF,d
U+03F0,ϰ,Greek Kappa Symbol,Table_Greek_and_Coptic,TRUE,\u03F0,k
U+03F1,ϱ,Greek Rho Symbol,Table_Greek_and_Coptic,TRUE,\u03F1,r
U+03F2,ϲ,Greek Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03F2,c
U+03F3,ϳ,Greek Letter Yot,Table_Greek_and_Coptic,TRUE,\u03F3,j
U+03F4,ϴ,Greek Capital Theta Symbol,Table_Greek_and_Coptic,TRUE,\u03F4,Th
U+03F5,ϵ,Greek Lunate Epsilon Symbol,Table_Greek_and_Coptic,TRUE,\u03F5,e
U+03F6,϶,Greek Reversed Lunate Epsilon Symbol,Table_Greek_and_Coptic,TRUE,\u03F6,e
U+03F7,Ϸ,Greek Capital Sho,Table_Greek_and_Coptic,TRUE,\u03F7,S
U+03F8,ϸ,Greek Small Letter Sho,Table_Greek_and_Coptic,TRUE,\u03F8,S
U+03F9,Ϲ,Greek Capital Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03F9,ch
U+03FA,Ϻ,Greek Capital San,Table_Greek_and_Coptic,TRUE,\u03FA,M
U+03FB,ϻ,Greek Small Letter San,Table_Greek_and_Coptic,TRUE,\u03FB,m
U+03FC,ϼ,Greek Rho with stroke Symbol,Table_Greek_and_Coptic,TRUE,\u03FC,r
U+03FD,Ͻ,Greek Capital Reversed Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03FD,C
U+03FE,Ͼ,Greek Capital Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03FE,C
U+03FF,Ͽ,Greek Capital Reversed Dotted Lunate Sigma Symbol,Table_Greek_and_Coptic,TRUE,\u03FF,C
U+0400,Ѐ,Cyrillic Capital Letter Ie with grave,Table_Cyrillic_script_in_Unicode,TRUE,\u0400,XunicodeX
U+0401,Ё,Cyrillic Capital Letter Io,Table_Cyrillic_script_in_Unicode,TRUE,\u0401,XunicodeX
U+0402,Ђ,Cyrillic Capital Letter Dje,Table_Cyrillic_script_in_Unicode,TRUE,\u0402,XunicodeX
U+0403,Ѓ,Cyrillic Capital Letter Gje,Table_Cyrillic_script_in_Unicode,TRUE,\u0403,XunicodeX
U+0404,Є,Cyrillic Capital Letter Ukrainian Ie,Table_Cyrillic_script_in_Unicode,TRUE,\u0404,XunicodeX
U+0405,Ѕ,Cyrillic Capital Letter Dze,Table_Cyrillic_script_in_Unicode,TRUE,\u0405,XunicodeX
U+0406,І,Cyrillic Capital Letter Byelorussian-Ukrainian I,Table_Cyrillic_script_in_Unicode,TRUE,\u0406,XunicodeX
U+0407,Ї,Cyrillic Capital Letter Yi,Table_Cyrillic_script_in_Unicode,TRUE,\u0407,XunicodeX
U+0408,Ј,Cyrillic Capital Letter Je,Table_Cyrillic_script_in_Unicode,TRUE,\u0408,XunicodeX
U+0409,Љ,Cyrillic Capital Letter Lje,Table_Cyrillic_script_in_Unicode,TRUE,\u0409,XunicodeX
U+040A,Њ,Cyrillic Capital Letter Nje,Table_Cyrillic_script_in_Unicode,TRUE,\u040A,XunicodeX
U+040B,Ћ,Cyrillic Capital Letter Tshe,Table_Cyrillic_script_in_Unicode,TRUE,\u040B,XunicodeX
U+040C,Ќ,Cyrillic Capital Letter Kje,Table_Cyrillic_script_in_Unicode,TRUE,\u040C,XunicodeX
U+040D,Ѝ,Cyrillic Capital Letter I with grave,Table_Cyrillic_script_in_Unicode,TRUE,\u040D,XunicodeX
U+040E,Ў,Cyrillic Capital Letter Short U,Table_Cyrillic_script_in_Unicode,TRUE,\u040E,XunicodeX
U+040F,Џ,Cyrillic Capital Letter Dzhe,Table_Cyrillic_script_in_Unicode,TRUE,\u040F,XunicodeX
U+0410,А,Cyrillic Capital Letter A,Table_Cyrillic_script_in_Unicode,TRUE,\u0410,XunicodeX
U+0411,Б,Cyrillic Capital Letter Be,Table_Cyrillic_script_in_Unicode,TRUE,\u0411,XunicodeX
U+0412,В,Cyrillic Capital Letter Ve,Table_Cyrillic_script_in_Unicode,TRUE,\u0412,XunicodeX
U+0413,Г,Cyrillic Capital Letter Ghe,Table_Cyrillic_script_in_Unicode,TRUE,\u0413,XunicodeX
U+0414,Д,Cyrillic Capital Letter De,Table_Cyrillic_script_in_Unicode,TRUE,\u0414,XunicodeX
U+0415,Е,Cyrillic Capital Letter Ie,Table_Cyrillic_script_in_Unicode,TRUE,\u0415,XunicodeX
U+0416,Ж,Cyrillic Capital Letter Zhe,Table_Cyrillic_script_in_Unicode,TRUE,\u0416,XunicodeX
U+0417,З,Cyrillic Capital Letter Ze,Table_Cyrillic_script_in_Unicode,TRUE,\u0417,XunicodeX
U+0418,И,Cyrillic Capital Letter I,Table_Cyrillic_script_in_Unicode,TRUE,\u0418,XunicodeX
U+0419,Й,Cyrillic Capital Letter Short I,Table_Cyrillic_script_in_Unicode,TRUE,\u0419,XunicodeX
U+041A,К,Cyrillic Capital Letter Ka,Table_Cyrillic_script_in_Unicode,TRUE,\u041A,XunicodeX
U+041B,Л,Cyrillic Capital Letter El,Table_Cyrillic_script_in_Unicode,TRUE,\u041B,XunicodeX
U+041C,М,Cyrillic Capital Letter Em,Table_Cyrillic_script_in_Unicode,TRUE,\u041C,XunicodeX
U+041D,Н,Cyrillic Capital Letter En,Table_Cyrillic_script_in_Unicode,TRUE,\u041D,XunicodeX
U+041E,О,Cyrillic Capital Letter O,Table_Cyrillic_script_in_Unicode,TRUE,\u041E,XunicodeX
U+041F,П,Cyrillic Capital Letter Pe,Table_Cyrillic_script_in_Unicode,TRUE,\u041F,XunicodeX
U+0420,Р,Cyrillic Capital Letter Er,Table_Cyrillic_script_in_Unicode,TRUE,\u0420,XunicodeX
U+0421,С,Cyrillic Capital Letter Es,Table_Cyrillic_script_in_Unicode,TRUE,\u0421,XunicodeX
U+0422,Т,Cyrillic Capital Letter Te,Table_Cyrillic_script_in_Unicode,TRUE,\u0422,XunicodeX
U+0423,У,Cyrillic Capital Letter U,Table_Cyrillic_script_in_Unicode,TRUE,\u0423,XunicodeX
U+0424,Ф,Cyrillic Capital Letter Ef,Table_Cyrillic_script_in_Unicode,TRUE,\u0424,XunicodeX
U+0425,Х,Cyrillic Capital Letter Ha,Table_Cyrillic_script_in_Unicode,TRUE,\u0425,XunicodeX
U+0426,Ц,Cyrillic Capital Letter Tse,Table_Cyrillic_script_in_Unicode,TRUE,\u0426,XunicodeX
U+0427,Ч,Cyrillic Capital Letter Che,Table_Cyrillic_script_in_Unicode,TRUE,\u0427,XunicodeX
U+0428,Ш,Cyrillic Capital Letter Sha,Table_Cyrillic_script_in_Unicode,TRUE,\u0428,XunicodeX
U+0429,Щ,Cyrillic Capital Letter Shcha,Table_Cyrillic_script_in_Unicode,TRUE,\u0429,XunicodeX
